E133,Otras diabetes mellitus especificadas con complicaciones oftálmicas,
E134,Otras diabetes mellitus especificadas con complicaciones neurológicas,
E135,Otras diabetes mellitus especificadas con complicaciones circulatorias periféricas,
E136,Otras diabetes mellitus especificadas con otras complicaciones especificadas,
E137,Otras diabetes mellitus especificadas con complicaciones múltiples,
E138,Otras diabetes mellitus especificadas con complicaciones no especificadas,
E139,Otras diabetes mellitus especificadas sin mención de complicación,
E14,Diabetes mellitus no especificada,|IV2
E140,"Diabetes mellitus, no especificada con coma",
E141,"Diabetes mellitus, no especificada con cetoacidosis",
E142,"Diabetes mellitus, no especificada con complicaciones renales",
E143,"Diabetes mellitus, no especificada con complicaciones oftálmicas",
E144,"Diabetes mellitus, no especificada con complicaciones neurológicas",
E145,"Diabetes mellitus, no especificada con complicaciones circulatorias periféricas",
E146,"Diabetes mellitus, no especificada con otras complicaciones especificadas",
E147,"Diabetes mellitus, no especificada con complicaciones múltiples",
E148,"Diabetes mellitus, no especificada con complicaciones no especificadas",
E149,"Diabetes mellitus, no especificada sin mención de complicación",
E15,Coma hipoglicémico no diabético,|IV3
E16,Otros trastornos de la secreción interna del páncreas,|IV3
E160,"Hipoglicemia sin coma, inducida por drogas",
E161,Otras hipoglicemias,
E162,"Hipoglicemia , no especificada",
E163,Secreción exagerada del glucagon,
E164,Secreción anormal de gastrina,
E168,Otros trastornos especificados de la secreción interna del páncreas,
E169,"Trastornos de la secreción interna del páncreas, sin otra especificación",
E20,Hipoparatiroidismo,|IV4
E200,Hipoparatiroidismo idiopático,
E201,Pseudohipoparatiroidismo,
E208,Otros tipos de hipoparatiroidismo,
E209,"Hipoparatiroidismo, no especificado",
E21,Hiperparatiroidismo y otros trastornos de la glándula paratiroides,|IV4
E210,Hiperparatiroidismo primario,
E211,Hiperparatiroidismo secundario no clasificado en otra parte,
E212,Otros tipos de hiperparatiroidismo,
E213,"Hiperparatiroidismo, sin otra especificación",
E214,Otros trastornos especificados de la glándula paratiroides,
E215,"Trastorno de la glándula paratiroides, no especificado",
E22,Hiperfunción de la glándula hipófisis,|IV4
E220,Acromegalia y gigantismo hipofisario,
E221,Hiperprolactinemia,
E222,Síndrome de secreción inapropiada de hormona antidiurética,
E228,Otras hiperfunciones de la glándula hipófisis,
E229,"Hiperfunción de la glándula hipófisis, no especificada",
E23,Hipofunción y otros trastornos de la glándula hipófisis,|IV4
E230,Hipopituitarismo,
E231,Hipopituitarismo inducido por drogas,
E232,Diabetes insípida,
E233,"Disfunción hipotalámica, no clasificada en otra parte",
E236,Otros trastornos de la glándula hipófisis,
E237,"Trastorno de la glándula hipófisis, no especificado",
E24,Síndrome de cushing,|IV4
E240,Enfermedad de cushing dependiente de la hipófisis,
E241,Síndrome de nelson,
E242,Síndrome de cushing inducido por drogas,
E243,Síndrome de acth ectópico,
E244,Síndrome de seudo,
E248,Otros tipos de síndrome de cushing,
E249,"Síndrome de cushing, no especificado",
E25,Trastornos adrenogenitales,|IV4
E250,Trastornos adrenogenitales congénitos con deficiencia enzimática,
E258,Otros trastornos adrenogenitales,
E259,"Trastorno adrenogenital, no especificado",
E26,Hiperaldosteronismo,|IV4
E260,Hiperaldosteronismo primario,
E261,Hiperaldosteronismo secundario,
E268,Otros tipos de hiperaldosteronismo,
E269,"Hiperaldosteronismo, no especificado",
E27,Otros trastornos de la glándula suprarrenal,|IV4
E270,Otra hiperactividad corticosuprarrenal,
E271,Insuficiencia corticosuprarrenal primaria,
E272,Crisis addisoniana,
E273,Insuficiencia corticosuprarrenal inducida por drogas,
E274,Otras insuficiencias corticosuprarrenales y las no especificadas,
E275,Hiperfunción de la médula suprarrenal,
E278,Otros trastornos especificados de la glándula suprarrenal,
E279,"Trastorno de la glándula suprarrenal, no especificado",
E28,Disfunción ovárica,|IV4
E280,Exceso de estrógenos,
E281,Exceso de andrógenos,
E282,Síndrome de ovario poliquístico,
E283,Insuficiencia ovárica primaria,
E288,Otras disfunciones ováricas,
E289,"Disfunción ovárica, no especificada",
E29,Disfunción testicular,|IV4
E290,Hiperfunción testicular,
E291,Hipofunción testicular,
E298,Otras disfunciones testiculares,
E299,"Disfunción testicular, no especificada",
E30,Trastornos de la pubertad no clasificadas en otra parte,|IV4
E300,Pubertad retardada,
E301,Pubertad precoz,
E308,Otros trastornos de la pubertad,
E309,"Trastorno de la pubertad, no especificado",
E31,Disfunción poliglandular,|IV4
E310,Insuficiencia piloglandular autoinmune,
E311,Hiperfunción poliglandular,
E318,Otras disfunciones poliglandulares,
E319,"Disfunción poliglandular, no especificada",
E32,Enfermedades del timo,|IV4
E320,Hiperplasia persistente del timo,
E321,Absceso del timo,
E328,Otras enfermedades del timo,
E329,"Enfermedad del timo, no especificada",
E34,Otros trastornos endocrinos,|IV4
E340,Síndrome carcinoide,
E341,Otras hipersecreciones de hormonas intestinales,
E342,"Secreción hormonal ectópica, no clasificada en otra parte",
E343,"Enanismo, no clasificado en otra parte",
E344,Estatura alta constitucional,
E345,Síndrome de resistencia andrógenica,
E348,Otros trastornos endocrinos especificados,
E349,"Trastorno endocrino, no especificado",
E35,Trastornos endocrinos en enfermedades clasificados en otra parte,|IV4
E350,Trastornos de la glándula tiroides en enfermedades clasificadas en otra parte,
E351,Trastornos de la glándulas suprarrenales en enfermedades clasificadas en otra parte,
E358,Trastornos de otras glándulas endocrinas en enfermedades clasificadas en otra parte,
E40,Kwashiorkor,|IV5
E41,Marasmo nutricional,|IV5
E42,Kwashiorkor marasmático,|IV5
E43,Desnutrición protcalórica severa no especificada,|IV5
E44,Desnutrición protcalórica de grado moderado y leve,|IV5
E440,Desnutrición proteicocalórica moderada,
E441,Desnutrición proteicocalórica leve,
E45,Retardo del desarrollo debidas a desnutrición protcalórico,|IV5
E46,Desnutrición protcalórica no especificada,|IV5
E50,Deficiencia de vitamina a,|IV6
E500,Deficiencia de vitamina a con xerosis conjuntival,
E501,Deficiencia de vitamina a con mancha de bitot y xerosis conjuntival,
E502,Deficiencia de vitamina a con xerosis corneal,
E503,Deficiencia de vitamina a con ulceración corneal y xerosis,
E504,Deficiencia de vitamina a con queratomalacia,
E505,Deficiencia de vitamina a con ceguera nocturna,
E506,Deficiencia de vitamina a con cicatrices xeroftálmicas de la cornea,
E507,Otras manifestaciones oculares de deficiencia de vitamina a,
E508,Otras manifestaciones de deficiencia de vitamina a,
E509,"Deficiencia de vitamina a, no especificada",
E51,Deficiencia de tiamina,|IV6
E511,Beriberi,
E512,Encefalopatía de wernicke,
E518,Otras manifestaciones de la deficiencia de tiamina,
E519,"Deficiencia de tiamina, no especificada",
E52,Deficiencia de niacina,|IV6
E53,Deficiencia de otras vitaminas del grupo b,|IV6
E530,Deficiencia de riboflavina,
E531,Deficiencia de piridoxina,
E538,Deficiencia de otras vitaminas del grupo b,
E539,"Deficiencia de vitamina b, no especificada",
E54,Deficiencia de ácido ascórbico,|IV6
E55,Deficiencia de vitamina d,|IV6
E550,Raquitismo activo,
E559,"Deficiencia de vitamina d, no especificada",
E56,Otras deficiencias de vitaminas,|IV6
E560,Deficiencia de vitamina e,
E561,Deficiencia de vitamina k,
E568,Deficiencia de otras vitaminas,
E569,"Deficiencia de vitamina, no especificada",
E58,Deficiencia dietética de calcio,|IV6
E59,Deficiencia dietética de selenio,|IV6
E60,Deficiencia dietética de zinc,|IV6
E61,Deficiencia de otros elementos nutricionales,|IV6
E610,Deficiencia de cobre,
E611,Deficiencia de hierro,
E612,Deficiencia de magnesio,
E613,Deficiencia de manganeso,
E614,Deficiencia de cromo,
E615,Deficiencia de molibdeno,
E616,Deficiencia de vanadio,
E617,Deficiencia de múltiples elementos nutricionales,
E618,Deficiencia de otros elementos nutricionales especificados,
E619,"Deficiencia de otro elemento nutricional, no especificado",
E63,Otras deficiencias nutricionales,|IV6
E630,Deficiencia de ácidos grasos esenciales [age],
E631,Desequilibrio de los constituyentes en la dieta,
E638,Otras deficiencias nutricionales especificadas,
E639,"Deficiencia nutricional, no especificada",
E64,Secuelas de la desnutrición y otras deficiencias nutricionales,|IV6
E640,Secuelas de la desnutrición proteicocalórica,
E641,Secuelas de la deficiencia de vitamina a,
E642,Secuelas de la deficiencia de vitamina c,
E643,Secuelas del raquitismo,
E648,Secuelas de otras deficiencias nutricionales,
E649,Secuelas de la deficiencia nutricional no especificada,
E65,Adiposidad localizada,|IV7
E66,Obesidad,|IV7
E660,Obesidad debida a exceso de calorías,
E661,Obesidad inducida por drogas,
E662,Obesidad extrema con hipoventilación alveolar,
E668,Otros tipos de obesidad,
E669,"Obesidad, no especificada",
E67,Otros tipos de hiperalimentación,|IV7
E670,Hipervitaminosis a,
E671,Hipercarotinemia,
E672,Síndrome de megavitamina b6,
E673,Hipervitaminosis d,
E678,Otros tipos de hiperalimentación especificados,
E68,Secuelas de hiperalimentación,|IV7
E70,Trastornos del metabolismo de los aminoácidos aromáticos,|IV8
E700,Fenilcetonuria clásica,
E701,Otras hiperfenilalaninemias,
E702,Trastornos del metabolismo de la tirosina,
E703,Albinismo,
E708,Otros trastornos del metabolismo de los aminoácidos aromáticos,
E709,"Trastorno del metabolismo de los aminoácidos aromáticos, no especificado",
E71,Trastornos del metabolismo de los aminoácidos de cadena ramificada y de los ácidos grasos,|IV8
E710,Enfermedad de la orina en jarabe de arce,
E711,Otros trastornos del metabolismo de los aminoácidos de cadena ramificada,
E712,"Otros trastornos del metabolismo de los aminoácidos de cadena ramificada, no especificados",
E713,Trastornos del metabolismo de los ácidos grasos,
E72,Otros trastornos del metabolismo de los aminoácidos,|IV8
E720,Trastornos del transporte de los aminoácidos,
E721,Trastorno del metabolismo de los aminoácidos azufrados,
E722,Trastornos del metabolismo del ciclo de la urea,
E723,Trastornos del metabolismo de la lisina y la hidroxilisina,
E724,Trastorno del metabolismo de la ornitina,
E725,Trastorno del metabolismo de la glicina,
E728,Otros trastornos especificados del metabolismo de los aminoácidos,
E729,"Trastorno del metabolismo de los aminoácidos, no especificado",
E73,Intolerancia a la lactosa,|IV8
E730,Deficiencia congénita de lactasa,
E731,Deficiencia secundaria de lactasa,
E738,Otros tipos de intolerancia a la lactosa,
E739,"Intolerancia a la lactosa, no especificada",
E74,Otros trastornos del metabolismo de los carbohidratos,|IV8
E740,Enfermedad del almacenamiento de glucógeno,
E741,Trastornos del metabolismo de la fructosa,
E742,Trastorno del metabolismo de la galactosa,
E743,Otros trastornos de la absorción intestinal de carbohidratos,
E744,Trastornos del metabolismo del piruvato y de las gluconeogenesis,
E748,Otros trastornos especificados del metabolismo de los carbohidratos,
E749,"Trastorno del metabolismo de los carbohidratos, no especificado",
E75,Trastornos del metabolismo de los esfingolípidos y otros trastornos por almacenamiento de lípidos,|IV8
E750,Gangliosidosis gm2,
E751,Otras gangliosidosis,
E752,Otras esfingolipidosis,
E753,"Esfingolipidosis, no especificada",
E754,Lipofuscinosis ceroide neuronal,
E755,Otros trastornos del almacenamiento de lípidos,
E756,"Trastornos de almacenamiento de lípidos, no especificado",
E76,Trastornos del metabolismo de los glucosaminoglicanos,|IV8
E760,Mucopolisacaridosis tipo i,
E761,Mucopolisacaridosis tipo ii,
E762,Otras mucopolisacaridosis,
E763,Mucopolisacaridosis no especificada,
E768,Otro trastornos del metabolismo de los glucosaminoglicanos,
E769,"Trastorno del metabolismo de los glucosaminoglicanos, no especificado",
E77,Trastornos del metabolismo de las glucoproteinas,|IV8
E770,Defectos en la modificación postraslacional de enzimas lisosomales,
E771,Defectos de la degradación de glucoproteinas,
E778,Otros trastornos del metabolismo de las glucoproteinas,
E779,"Trastorno del metabolismo de las glucoproteinas, no especificado",
E78,Trastornos del metabolismo de las lipoproteinas y otras lipidemias,|IV8
E780,Hipercolesterolemia pura,
E781,Hipergliceridemia pura,
E782,Hiperlipidemia mixta,
E783,Hiperquilomicronemia,
E784,Otra hiperlipidemia,
E785,Hiperlipidemia no especificada,
E786,Deficiencia de lipoproteinas,
E788,Otros trastornos del metabolismo de las lipoproteinas,
E789,"Trastorno del metabolismo de las lipoproteinas, no especificado",
E79,Trastornos del metabolismo de las purinas y de las pirimidinas,|IV8
E790,Hiperuricemia sin signos de artritis inflamatoria y enfermedad tofácea,
E791,Síndrome de lesch,
E798,Otros trastornos del metabolismo de las purinas y de las pirimidinas,
E799,"Trastornos del metabolismo de las purinas y de las pirimidinas, no especificado",
E80,Trastornos del metabolismo de las porfirinas y de la bilirrubina,|IV8
E800,Porfiria eritropoyética hereditaria,
E801,Porfiria cutanea tardía,
E802,Otras porfirias,
E803,Defectos de catalasa y peroxidasa,
E804,Síndrome de gilbert,
E805,Síndrome de crigler,
E806,Otros trastornos del metabolismo de la bilirrubina,
E807,"Trastornos del metabolismo de la bilirrubina, no especificado",
E83,Trastornos del metabolismo de los minerales,|IV8
E830,Trastornos del metabolismo del cobre,
E831,Trastornos del metabolismo del hierro,
E832,Trastornos del metabolismo del zinc,
E833,Trastornos del metabolismo del fósforo,
E834,Trastornos del metabolismo del magnesio,
E835,Trastornos del metabolismo del calcio,
E838,Otros trastornos del metabolismo de los minerales,
E839,"Trastorno del metabolismo de los minerales, no especificado",
E84,Fibrosis quística,|IV8
E840,Fibrosis quística con manifestaciones pulmonares,
E841,Fibrosis quística con manifestaciones intestinales,
E848,Fibrosis quística con otras manifestaciones,
E849,"Fibrosis quística, sin otra especificación",
E85,Amiloidosis,|IV8
E850,Amiloidosis heredofamiliar no neuropática,
E851,Amiloidosis heredofamiliar neuropática,
E852,"Amiloidosis heredofamiliar, no especificada",
E853,Amiloidosis sistémica secundaria,
E854,Amiloidosis limitada a un órgano,
E858,Otras amiloidosis,
E859,"Amiloidosis, no especificada",
E86,Depleción del volumen,|IV8
E87,"Otros trastornos de los líquidos, de los electrolitos y del equilibrio ácido",|IV8
E870,Hiperosmolaridad e hipernatremia,
E871,Hiposmolaridad e hipernatremia,
E872,Acidosis,
E873,Alcalosis,
E874,Trastornos mixtos del balance ácido,
E875,Hiperpotasemia,
E876,Hipopotasmia,
E877,Sobrecarga de líquidos,
E878,"Otros trastornos del equilibrio de los electrolitos y de los líquidos, no clasificados en otra parte",
E88,Otros trastornos metabólicos,|IV8
E880,"Trastornos del metabolismo de las proteínas plasmáticas, no clasificados en otra parte",
E881,"Lipodistrofia, no clasificada en otra parte",
E882,"Lipomatosis, no clasificada en otra parte",
E888,Otros trastornos especificados del metabolismo,
E889,"Trastorno metabólico, no especificado",
E89,Trastornos endocrinos metabólicos consecutivos a procedimientos no clasificados en otra parte,|IV8
E890,Hipotiroidismo consecutivo a procedimientos,
E891,Hipoinsulinemia consecutiva a procedimientos,
E892,Hipoparatiroidismo consecutivo a procedimientos,
E893,Hipopituitarismo consecutivo a procedimientos,
E894,Insuficiencia ovárica consecutiva a procedimientos,
E895,Hipofunción testicular consecutiva a procedimientos,
E896,Hipofunción adrenocortical [médula suprarrenal] consecutiva a procedimientos,
E898,Otros trastornos metabólicos y endocrinos consecutivo a procedimientos,
E899,"Trastorno endocrino y metabólico consecutivo a procedimientos, no especificado",
E90,Trastornos nutricionales metabólicos en enfermedades clasificadas en otra parte,|IV8
F00,Demencia en la enfermedad de alzheimer,|V1
F000,"Demencia en la enfermedad de alzheimer, de comienzo temprano (g30.0)",
F001,"Demencia en la enfermedad de alzheimer, de comienzo tardío (g30.1)",
F002,"Demencia en la enfermedad de alzheimer, atípica o de tipo mixto (g30.8)",
F009,"Demencia en la enfermedad de alzheimer, no especificada (g30.9)",
F01,Demencia vascular,|V1
F010,Demencia vascular de comienzo agudo,
F011,Demencia vascular por infartos múltiples,
F012,Demencia vascular subcortical,
F013,"Demencia vascular mixta, cortical y subcortical",
F018,Otras demencias vasculares,
F019,"Demencia vascular, no especificada",
F02,Demencia en otras enfermedades clasificadas otra parte,|V1
F020,Demencia en la enfermedad de pick (g31.0),
F021,Demencia en la enfermedad de creutzfeldt,
F022,Demencia en la enfermedad de huntington (g10),
F023,Demencia en la enfermedad de parkinson (g20),
F024,Demencia en la enfermedad por virus de la inmunodeficiencia humana [vih] (b22.0),
F028,Demencia en otras enfermedades especificadas clasificadas en otra parte,
F03,Demencia no especificada,|V1
F04,"Síndrome amnésico orgánico, no inducido por el alcohol o por otras sustancias psicoactivas",|V1
F05,"Delirio, no inducido por el alcohol o por otras sustancias psicoactivas",|V1
F050,"Delirio no superpuesto a un cuadro de demencia, así descrito",
F051,Delirio superpuesto a un cuadro de demencia,
F058,Otros delirios,
F059,"Delirio, no especificado",
F06,"Otros trastornos mentales debidos a lesión y disfunción cerebral, y a enfermedad física",|V1
F060,Alucinosis orgánica,
F061,"Trastorno catatónico, orgánico",
F062,"Trastorno delirante [esquizofreniforme], orgánico",
F063,"Trastornos del humor [afectivos], orgánicos",
F064,"Trastorno de ansiedad, orgánico",
F065,"Trastorno disociativo, orgánico",
F066,"Trastorno de labilidad emocional [asténico], orgánico",
F067,Trastorno cognoscitivo leve,
F068,Otros trastornos mentales especificados debidos a lesión y disfunción cerebral y a enfermedad física,
F069,Trastorno mental no especificado debido a lesión y disfunción cerebral y a enfermedad física,
F07,"Trastornos de la personalidad y del comportamiento debidos a enfermedad, lesión o disfunción cerebral",|V1
F070,"Trastorno de la personalidad, orgánico",
F071,Síndrome postencefalítico,
F072,Síndrome postconcusional,
F078,"Otros trastornos orgánicos de la personalidad y del comportamiento debidos a enfermedad, lesión y disfunción cerebrales",
F079,"Trastorno orgánico de la personalidad y del comportamiento, no especificado, debido a enfermedad, lesión y disfunción cerebral",
F09,"Trastorno mental orgánico o sintomático, no especificado",|V1
F10,Trastornos mentales y del comportamiento debidos al uso del alcohol,|V1x
F100,Trastornos mentales y del comportamiento debidos al uso del alcohol: intoxicación aguda,
F101,Trastornos mentales y del comportamiento debidos al uso del alcohol: uso nocivo,
F102,Trastornos mentales y del comportamiento debidos al uso del alcohol: síndrome de dependencia,
F103,Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia,
F104,Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia con delirio,
F105,Trastornos mentales y del comportamiento debidos al uso del alcohol: trastorno psicótico,
F106,Trastornos mentales y del comportamiento debidos al uso del alcohol: síndrome amnésico,
F107,Trastornos mentales y del comportamiento debidos al uso del alcohol: trastorno psicótico residual y de comienzo tardío,
F108,Trastornos mentales y del comportamiento debidos al uso del alcohol: otros trastornos mentales y del comportamiento,
F109,"Trastornos mentales y del comportamiento debidos al uso del alcohol: trastorno mental y del comportamiento, no especificado",
F11,Trastornos mentales y del comportamiento debidos al uso de opiáceos,|V1x
F110,Trastornos mentales y del comportamiento debidos al uso de opiáceos: intoxicación aguda,
F111,Trastornos mentales y del comportamiento debidos al uso de opiáceos: uso nocivo,
F112,Trastornos mentales y del comportamiento debidos al uso de opiáceos: síndrome de dependencia,
F113,Trastornos mentales y del comportamiento debidos al uso de opiáceos: estado de abstinencia,
F114,Trastornos mentales y del comportamiento debidos al uso de opiáceos: estado de abstinencia con delirio,
F115,Trastornos mentales y del comportamiento debidos al uso de opiáceos: trastorno psicótico,
F116,Trastornos mentales y del comportamiento debidos al uso de opiáceos: síndrome amnésico,
F117,Trastornos mentales y del comportamiento debidos al uso de opiáceos: trastorno psicótico residual y de comienzo tardío,
F118,Trastornos mentales y del comportamiento debidos al uso de opiáceos: otros trastornos mentales y del comportamiento,
F119,"Trastornos mentales y del comportamiento debidos al uso de opiáceos: trastorno mental y del comportamiento, no especificado",
F12,Trastornos mentales y del comportamiento debidos al uso de cannabinoides,|V1x
F120,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: intoxicación aguda,
F121,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: uso nocivo,
F122,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: síndrome de dependencia,
F123,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: estado de abstinencia,
F124,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: estado de abstinencia con delirio,
F125,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: trastorno psicótico,
F126,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: síndrome amnésico,
F127,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: trastorno psicótico residual y de comienzo tardío,
F128,Trastornos mentales y del comportamiento debidos al uso de cannabinoides: otros trastornos mentales y del comportamiento,
F129,"Trastornos mentales y del comportamiento debidos al uso de cannabinoides: trastorno mental y del comportamiento, no especificado",
F13,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos,|V1x
F130,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: intoxicación aguda,
F131,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: uso nocivo,
F132,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: síndrome de dependencia,
F133,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: estado de abstinencia,
F134,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: estado de abstinencia con delirio,
F135,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: trastorno psicótico,
F136,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: síndrome amnésico,
F137,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: trastorno psicótico residual y de comienzo tardío,
F138,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: otros trastornos mentales y del comportamiento,
F139,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos: trastorno mental y del comportamiento, no especificado",
F14,Trastornos mentales y del comportamiento debidos al uso de cocaína,|V1x
F140,Trastornos mentales y del comportamiento debidos al uso de cocaína: intoxicación aguda,
F141,Trastornos mentales y del comportamiento debidos al uso de cocaína: uso nocivo,
F142,Trastornos mentales y del comportamiento debidos al uso de cocaína: síndrome de dependencia,
F143,Trastornos mentales y del comportamiento debidos al uso de cocaína: estado de abstinencia,
F144,Trastornos mentales y del comportamiento debidos al uso de cocaína: estado de abstinencia con delirio,
F145,Trastornos mentales y del comportamiento debidos al uso de cocaína: trastorno psicótico,
F146,Trastornos mentales y del comportamiento debidos al uso de cocaína: síndrome amnésico,
F147,Trastornos mentales y del comportamiento debidos al uso de cocaína: trastorno psicótico residual y de comienzo tardío,
F148,Trastornos mentales y del comportamiento debidos al uso de cocaína: otros trastornos mentales y del comportamiento,
F149,"Trastornos mentales y del comportamiento debidos al uso de cocaína: trastorno mental y del comportamiento, no especificado",
F15,Trastornos mentales y del comportamiento debidos al uso de otros estimulantes,|V1x
F150,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: intoxicación aguda",
F151,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: uso nocivo",
F152,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: síndrome de dependencia",
F153,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: estado de abstinencia",
F154,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína:. estado de abstinencia con delirio",
F155,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: trastorno psicótico",
F156,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: síndrome amnésico",
F157,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: trastorno psicótico residual y de comienzo tardío",
F158,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: otros trastornos mentales y del comportamiento",
F159,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína: trastorno mental y del comportamiento, no especificado",
F16,Trastornos mentales y del comportamiento debidos al uso de alucinógenos,|V1x
F160,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: intoxicación aguda,
F161,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: uso nocivo,
F162,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: síndrome de dependencia,
F163,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: estado de abstinencia,
F164,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: estado de abstinencia con delirio,
F165,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: trastorno psicótico,
F166,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: síndrome amnésico,
F167,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: trastorno psicótico residual y de comienzo tardío,
F168,Trastornos mentales y del comportamiento debidos al uso de alucinógenos: otros trastornos mentales y del comportamiento,
F169,"Trastornos mentales y del comportamiento debidos al uso de alucinógenos: trastorno mental y del comportamiento, no especificado",
F17,Trastornos mentales y del comportamiento debidos al uso del tabaco,|V1x
F170,Trastornos mentales y del comportamiento debidos al uso de tabaco: intoxicación aguda,
F171,Trastornos mentales y del comportamiento debidos al uso de tabaco: uso nocivo,
F172,Trastornos mentales y del comportamiento debidos al uso de tabaco: síndrome de dependencia,
F173,Trastornos mentales y del comportamiento debidos al uso de tabaco: estado de abstinencia,
F174,Trastornos mentales y del comportamiento debidos al uso de tabaco: estado de abstinencia con delirio,
F175,Trastornos mentales y del comportamiento debidos al uso de tabaco: trastorno psicótico,
F176,Trastornos mentales y del comportamiento debidos al uso de tabaco: síndrome amnésico,
F177,Trastornos mentales y del comportamiento debidos al uso de tabaco: trastorno psicótico residual y de comienzo tardío,
F178,Trastornos mentales y del comportamiento debidos al uso de tabaco: otros trastornos mentales y del comportamiento,
F179,"Trastornos mentales y del comportamiento debidos al uso de tabaco: trastorno mental y del comportamiento, no especificado",
F18,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles,|V1x
F180,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: intoxicación aguda,
F181,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: uso nocivo,
F182,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: síndrome de dependencia,
F183,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: estado de abstinencia,
F184,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: estado de abstinencia con delirio,
F185,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: trastorno psicótico,
F186,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: síndrome amnésico,
F187,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: trastorno psicótico residual y de comienzo tardío,
F188,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: otros trastornos mentales y del comportamiento,
F189,"Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles: trastorno mental y del comportamiento, no especificado",
F19,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas,|V1x
F190,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: intoxicación aguda,
F191,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: uso nocivo,
F192,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: síndrome de dependencia,
F193,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: estado de abstinencia,
F194,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: estado de abstinencia con delirio,
F195,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: trastorno psicótico,
F196,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: síndrome amnésico,
F197,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: trastorno psicótico residual y de comienzo tardío,
F198,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas: otros trastornos mentales y del comportamiento,
